Aop:1	Event:142	KeyEvent	Hyperplasia, Hyperplasia
Aop:1	Event:334	AdverseOutcome	Promotion, Hepatocelluar carcinoma
Aop:1	Event:57	KeyEvent	Proliferation, Cell proliferation in the absence of cytotoxicity
Aop:1	Event:294	MolecularInitiatingEvent	N/A, Unknown
Aop:3	Event:887	KeyEvent	Inhibition, NADH-ubiquinone oxidoreductase  (complex I)
Aop:3	Event:888	MolecularInitiatingEvent	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)
Aop:3	Event:177	KeyEvent	N/A, Mitochondrial dysfunction 1
Aop:3	Event:889	KeyEvent	Impaired, Proteostasis
Aop:3	Event:188	KeyEvent	N/A, Neuroinflammation
Aop:3	Event:890	KeyEvent	Degeneration of dopaminergic neurons of the nigrostriatal pathway
Aop:3	Event:896	AdverseOutcome	Parkinsonian motor deficits
Aop:4	Event:103	MolecularInitiatingEvent	Activation, Ecdysone receptor
Aop:4	Event:988	KeyEvent	Reduction, Release of circulating ecdysis triggering hormone
Aop:4	Event:990	KeyEvent	Induction, Incomplete ecdysis
Aop:4	Event:993	KeyEvent	Reduction, Abdominal muscle contraction
Aop:4	Event:351	AdverseOutcome	Increased, Mortality
Aop:4	Event:1264	KeyEvent	Induction, Nuclear receptor E75b gene
Aop:4	Event:1265	KeyEvent	Suppression, Fushi tarazu factor-1 gene
Aop:4	Event:1266	KeyEvent	Reduction, Release of circulating crustacean cardioactive peptide
Aop:4	Event:1267	KeyEvent	Reduction, Ecdysis motoneuron bursts
Aop:4	Event:1268	KeyEvent	Reduction, Excitatory postsynaptic potential
Aop:6	Event:858	KeyEvent	Decreased, PPARalpha transactivation of gene expression
Aop:6	Event:860	KeyEvent	Decreased, Mitochondrial Fatty Acid Beta Oxidation
Aop:6	Event:861	KeyEvent	Decreased, Ketogenesis (production of ketone bodies)
Aop:6	Event:862	KeyEvent	Not Increased, Circulating Ketone Bodies
Aop:6	Event:864	AdverseOutcome	Decreased, Body Weight
Aop:6	Event:859	KeyEvent	Decreased, Peroxisomal Fatty Acid Beta Oxidation of Fatty Acids
Aop:6	Event:863	KeyEvent	Increased, Catabolism of Muscle Protein
Aop:6	Event:998	MolecularInitiatingEvent	Binding of antagonist, PPAR alpha
Aop:6	Event:1000	KeyEvent	stabilization, PPAR alpha co-repressor
Aop:7	Event:219	KeyEvent	Reduction, Plasma 17beta-estradiol concentrations
Aop:7	Event:3	KeyEvent	Reduction, 17beta-estradiol synthesis by ovarian granulosa cells
Aop:7	Event:406	AdverseOutcome	impaired, Fertility
Aop:7	Event:405	AdverseOutcome	irregularities, ovarian cycle
Aop:7	Event:408	MolecularInitiatingEvent	reduction in ovarian granulosa cells, Aromatase (Cyp19a1)
Aop:8	Event:239	MolecularInitiatingEvent	Activation, Pregnane-X receptor, NR1l2
Aop:8	Event:319	AdverseOutcome	Loss, Cochlear function
Aop:8	Event:280	KeyEvent	Decrease of thyroxine (T4) in neuronal tissue
Aop:8	Event:281	KeyEvent	Decrease of thyroxine (T4) in serum
Aop:8	Event:295	KeyEvent	Induction, Upregulation of glucuronyltransferase activity
Aop:8	Event:401	KeyEvent	Increase, Biliary excretion TH glucuronide
Aop:8	Event:757	KeyEvent	Hippocampal anatomy, Altered 
Aop:8	Event:758	KeyEvent	Hippocampal Physiology, Altered
Aop:8	Event:756	KeyEvent	Hippocampal gene expression, Altered 
Aop:10	Event:64	KeyEvent	Reduction, Ionotropic GABA receptor chloride channel conductance
Aop:10	Event:616	KeyEvent	Occurrence, A paroxysmal depolarizing shift
Aop:10	Event:613	AdverseOutcome	Occurrence, Epileptic seizure
Aop:10	Event:667	MolecularInitiatingEvent	Binding at picrotoxin site, iGABAR chloride channel
Aop:10	Event:669	KeyEvent	Reduction, Neuronal synaptic inhibition
Aop:10	Event:682	KeyEvent	Generation, Amplified excitatory postsynaptic potential (EPSP)
Aop:11	Event:245	MolecularInitiatingEvent	Activation, PXR/SXR
Aop:12	Event:195	KeyEvent	Inhibition, NMDARs
Aop:12	Event:352	AdverseOutcome	N/A, Neurodegeneration
Aop:12	Event:52	KeyEvent	Decreased, Calcium influx
Aop:12	Event:201	MolecularInitiatingEvent	Binding of antagonist, NMDA receptors
Aop:12	Event:381	KeyEvent	Reduced levels of BDNF
Aop:12	Event:55	KeyEvent	N/A, Cell injury/death
Aop:12	Event:188	KeyEvent	N/A, Neuroinflammation
Aop:12	Event:341	AdverseOutcome	Impairment, Learning and memory
Aop:13	Event:201	MolecularInitiatingEvent	Binding of antagonist, NMDA receptors
Aop:13	Event:52	KeyEvent	Decreased, Calcium influx
Aop:13	Event:195	KeyEvent	Inhibition, NMDARs
Aop:13	Event:341	AdverseOutcome	Impairment, Learning and memory
Aop:13	Event:381	KeyEvent	Reduced levels of BDNF
Aop:13	Event:382	KeyEvent	Aberrant, Dendritic morphology
Aop:13	Event:385	KeyEvent	Decrease of synaptogenesis
Aop:13	Event:386	KeyEvent	Decrease of neuronal network function
Aop:13	Event:383	KeyEvent	Reduced, Presynaptic release of glutamate
Aop:13	Event:55	KeyEvent	N/A, Cell injury/death
Aop:14	Event:122	MolecularInitiatingEvent	Activation, Glucocorticoid Receptor
Aop:14	Event:202	KeyEvent	Inhibition, Nuclear factor kappa B (NF-kB)
Aop:14	Event:152	KeyEvent	Suppression, Inflammatory cytokines
Aop:14	Event:168	KeyEvent	Decreased, Lymphocytes
Aop:14	Event:145	KeyEvent	Induction, IKB inhibitory protein
Aop:14	Event:323	AdverseOutcome	Increased, Disease susceptibility
Aop:14	Event:403	KeyEvent	Suppression, Immune system
Aop:15	Event:336	AdverseOutcome	Increase, Heritable mutations in offspring
Aop:15	Event:97	MolecularInitiatingEvent	Alkylation, DNA
Aop:15	Event:185	KeyEvent	Increase, Mutations
Aop:15	Event:155	KeyEvent	N/A, Insufficient or incorrect DNA repair
Aop:16	Event:351	AdverseOutcome	Increased, Mortality
Aop:16	Event:442	AdverseOutcome	Decreased, Population trajectory
Aop:16	Event:12	MolecularInitiatingEvent	Inhibition, Acetylcholinesterase (AchE)
Aop:16	Event:10	KeyEvent	Accumulation, Acetylcholine in synapses
Aop:16	Event:444	KeyEvent	Increased, Atrioventricular block and bradycardia
Aop:16	Event:445	KeyEvent	Increased, Respiratory distress/arrest
Aop:16	Event:39	KeyEvent	Induction, Ataxia, paralysis, or hyperactivity
Aop:17	Event:261	MolecularInitiatingEvent	Binding, SH-/selen-proteins
Aop:17	Event:158	KeyEvent	N/A, Interferences with SH-/selen-proteins
Aop:17	Event:130	KeyEvent	Depletion, GSH
Aop:17	Event:210	KeyEvent	N/A, Oxidative stress
Aop:17	Event:191	KeyEvent	N/A, Neuronal dysfunction
Aop:17	Event:188	KeyEvent	N/A, Neuroinflammation
Aop:17	Event:352	AdverseOutcome	N/A, Neurodegeneration
Aop:18	Event:227	MolecularInitiatingEvent	Activation, PPARα
